Domaine,Zone,Élément,Produit,Année,Unité,Valeur
"Cultures et produits animaux","Papouasie-Nouvelle-Guinée","Importations - Quantité","Poulets","2017","1000 têtes","100"
"Cultures et produits animaux","Papouasie-Nouvelle-Guinée","Importations - Valeur","Poulets","2017","1000 US$","1028"
"Cultures et produits animaux","Papouasie-Nouvelle-Guinée","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","22715.16"
"Cultures et produits animaux","Papouasie-Nouvelle-Guinée","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","31274"
"Cultures et produits animaux","Paraguay","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","2298.25"
"Cultures et produits animaux","Paraguay","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","7952"
"Cultures et produits animaux","Paraguay","Importations - Quantité","Poulets","2017","1000 têtes","8706"
"Cultures et produits animaux","Paraguay","Importations - Valeur","Poulets","2017","1000 US$","6831"
"Cultures et produits animaux","Pays-Bas","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","223305.56"
"Cultures et produits animaux","Pays-Bas","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","337655"
"Cultures et produits animaux","Pays-Bas","Importations - Quantité","Poulets","2017","1000 têtes","473575"
"Cultures et produits animaux","Pays-Bas","Importations - Valeur","Poulets","2017","1000 US$","787855"
"Cultures et produits animaux","Pays-Bas","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","358733.38"
"Cultures et produits animaux","Pays-Bas","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","779647"
"Cultures et produits animaux","Pérou","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","34.58"
"Cultures et produits animaux","Pérou","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","944"
"Cultures et produits animaux","Pérou","Importations - Quantité","Poulets","2017","1000 têtes","959"
"Cultures et produits animaux","Pérou","Importations - Valeur","Poulets","2017","1000 US$","12440"
"Cultures et produits animaux","Pérou","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","46126.43"
"Cultures et produits animaux","Pérou","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","53053"
"Cultures et produits animaux","Philippines","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","2.3"
"Cultures et produits animaux","Philippines","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","4"
"Cultures et produits animaux","Philippines","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","246015.63"
"Cultures et produits animaux","Philippines","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","221511"
"Cultures et produits animaux","Pologne","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","14805.06"
"Cultures et produits animaux","Pologne","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","21405"
"Cultures et produits animaux","Pologne","Importations - Quantité","Poulets","2017","1000 têtes","77514"
"Cultures et produits animaux","Pologne","Importations - Valeur","Poulets","2017","1000 US$","106814"
"Cultures et produits animaux","Pologne","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","31348.32"
"Cultures et produits animaux","Pologne","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","55878"
"Cultures et produits animaux","Polynésie française","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","166.34"
"Cultures et produits animaux","Polynésie française","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","470"
"Cultures et produits animaux","Polynésie française","Importations - Quantité","Poulets","2017","1000 têtes","11"
"Cultures et produits animaux","Polynésie française","Importations - Valeur","Poulets","2017","1000 US$","506"
"Cultures et produits animaux","Polynésie française","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","15699.87"
"Cultures et produits animaux","Polynésie française","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","25857"
"Cultures et produits animaux","Portugal","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","5506.6"
"Cultures et produits animaux","Portugal","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","7992"
"Cultures et produits animaux","Portugal","Importations - Quantité","Poulets","2017","1000 têtes","12837"
"Cultures et produits animaux","Portugal","Importations - Valeur","Poulets","2017","1000 US$","19108"
"Cultures et produits animaux","Portugal","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","37998.25"
"Cultures et produits animaux","Portugal","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","72439"
"Cultures et produits animaux","Qatar","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","34255.43"
"Cultures et produits animaux","Qatar","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","56622"
"Cultures et produits animaux","Qatar","Importations - Quantité","Poulets","2017","1000 têtes","339"
"Cultures et produits animaux","Qatar","Importations - Valeur","Poulets","2017","1000 US$","467"
"Cultures et produits animaux","Qatar","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","138567.45"
"Cultures et produits animaux","Qatar","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","249382"
"Cultures et produits animaux","République arabe syrienne","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","3340"
"Cultures et produits animaux","République arabe syrienne","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","9651"
"Cultures et produits animaux","République arabe syrienne","Importations - Quantité","Poulets","2017","1000 têtes","41667"
"Cultures et produits animaux","République arabe syrienne","Importations - Valeur","Poulets","2017","1000 US$","25730"
"Cultures et produits animaux","République arabe syrienne","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","24297.67"
"Cultures et produits animaux","République arabe syrienne","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","22261"
"Cultures et produits animaux","République centrafricaine","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","177.06"
"Cultures et produits animaux","République centrafricaine","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","276"
"Cultures et produits animaux","République centrafricaine","Importations - Quantité","Poulets","2017","1000 têtes","285"
"Cultures et produits animaux","République centrafricaine","Importations - Valeur","Poulets","2017","1000 US$","261"
"Cultures et produits animaux","République centrafricaine","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","4570.46"
"Cultures et produits animaux","République centrafricaine","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","3641"
"Cultures et produits animaux","République de Corée","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","3314.33"
"Cultures et produits animaux","République de Corée","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","7560"
"Cultures et produits animaux","République de Corée","Importations - Quantité","Poulets","2017","1000 têtes","5617"
"Cultures et produits animaux","République de Corée","Importations - Valeur","Poulets","2017","1000 US$","22636"
"Cultures et produits animaux","République de Corée","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","106358.86"
"Cultures et produits animaux","République de Corée","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","197769"
"Cultures et produits animaux","République de Moldova","Importations - Quantité","Poulets","2017","1000 têtes","3745"
"Cultures et produits animaux","République de Moldova","Importations - Valeur","Poulets","2017","1000 US$","2155"
"Cultures et produits animaux","République de Moldova","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","11876.52"
"Cultures et produits animaux","République de Moldova","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","11691"
"Cultures et produits animaux","République démocratique du Congo","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","96.19"
"Cultures et produits animaux","République démocratique du Congo","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","174"
"Cultures et produits animaux","République démocratique du Congo","Importations - Quantité","Poulets","2017","1000 têtes","48"
"Cultures et produits animaux","République démocratique du Congo","Importations - Valeur","Poulets","2017","1000 US$","558"
"Cultures et produits animaux","République démocratique du Congo","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","46013.93"
"Cultures et produits animaux","République démocratique du Congo","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","48918"
"Cultures et produits animaux","République démocratique populaire lao","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","0"
"Cultures et produits animaux","République démocratique populaire lao","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","2"
"Cultures et produits animaux","République démocratique populaire lao","Importations - Quantité","Poulets","2017","1000 têtes","298"
"Cultures et produits animaux","République démocratique populaire lao","Importations - Valeur","Poulets","2017","1000 US$","1038"
"Cultures et produits animaux","République démocratique populaire lao","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","4129"
"Cultures et produits animaux","République démocratique populaire lao","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","7139"
"Cultures et produits animaux","République dominicaine","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","55.3"
"Cultures et produits animaux","République dominicaine","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","269"
"Cultures et produits animaux","République dominicaine","Importations - Quantité","Poulets","2017","1000 têtes","1528"
"Cultures et produits animaux","République dominicaine","Importations - Valeur","Poulets","2017","1000 US$","3178"
"Cultures et produits animaux","République dominicaine","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","17747.39"
"Cultures et produits animaux","République dominicaine","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","20392"
"Cultures et produits animaux","République populaire démocratique de Corée","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","4.04"
"Cultures et produits animaux","République populaire démocratique de Corée","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","96"
"Cultures et produits animaux","République populaire démocratique de Corée","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","23.76"
"Cultures et produits animaux","République populaire démocratique de Corée","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","46"
"Cultures et produits animaux","République-Unie de Tanzanie","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","11.68"
"Cultures et produits animaux","République-Unie de Tanzanie","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","26"
"Cultures et produits animaux","République-Unie de Tanzanie","Importations - Quantité","Poulets","2017","1000 têtes","615"
"Cultures et produits animaux","République-Unie de Tanzanie","Importations - Valeur","Poulets","2017","1000 US$","2076"
"Cultures et produits animaux","République-Unie de Tanzanie","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","2326.6"
"Cultures et produits animaux","République-Unie de Tanzanie","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","2328"
"Cultures et produits animaux","Roumanie","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","10841.84"
"Cultures et produits animaux","Roumanie","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","22570"
"Cultures et produits animaux","Roumanie","Importations - Quantité","Poulets","2017","1000 têtes","103720"
"Cultures et produits animaux","Roumanie","Importations - Valeur","Poulets","2017","1000 US$","46612"
"Cultures et produits animaux","Roumanie","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","110910.09"
"Cultures et produits animaux","Roumanie","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","128332"
"Cultures et produits animaux","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","20081.32"
"Cultures et produits animaux","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","38139"
"Cultures et produits animaux","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Importations - Quantité","Poulets","2017","1000 têtes","39963"
"Cultures et produits animaux","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Importations - Valeur","Poulets","2017","1000 US$","39531"
"Cultures et produits animaux","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","366959.6"
"Cultures et produits animaux","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","1178523"
"Cultures et produits animaux","Rwanda","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","96.15"
"Cultures et produits animaux","Rwanda","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","567"
"Cultures et produits animaux","Rwanda","Importations - Quantité","Poulets","2017","1000 têtes","364"
"Cultures et produits animaux","Rwanda","Importations - Valeur","Poulets","2017","1000 US$","754"
"Cultures et produits animaux","Rwanda","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","11.64"
"Cultures et produits animaux","Rwanda","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","61"
"Cultures et produits animaux","Sainte-Lucie","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","96.52"
"Cultures et produits animaux","Sainte-Lucie","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","523"
"Cultures et produits animaux","Sainte-Lucie","Importations - Quantité","Poulets","2017","1000 têtes","54"
"Cultures et produits animaux","Sainte-Lucie","Importations - Valeur","Poulets","2017","1000 US$","53"
"Cultures et produits animaux","Sainte-Lucie","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","8268.72"
"Cultures et produits animaux","Sainte-Lucie","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","11062"
"Cultures et produits animaux","Saint-Kitts-et-Nevis","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","60.22"
"Cultures et produits animaux","Saint-Kitts-et-Nevis","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","140"
"Cultures et produits animaux","Saint-Kitts-et-Nevis","Importations - Quantité","Poulets","2017","1000 têtes","22"
"Cultures et produits animaux","Saint-Kitts-et-Nevis","Importations - Valeur","Poulets","2017","1000 US$","71"
"Cultures et produits animaux","Saint-Kitts-et-Nevis","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","3421.08"
"Cultures et produits animaux","Saint-Kitts-et-Nevis","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","5906"
"Cultures et produits animaux","Saint-Vincent-et-les Grenadines","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","18.12"
"Cultures et produits animaux","Saint-Vincent-et-les Grenadines","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","123"
"Cultures et produits animaux","Saint-Vincent-et-les Grenadines","Importations - Quantité","Poulets","2017","1000 têtes","3"
"Cultures et produits animaux","Saint-Vincent-et-les Grenadines","Importations - Valeur","Poulets","2017","1000 US$","94"
"Cultures et produits animaux","Saint-Vincent-et-les Grenadines","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","7020.64"
"Cultures et produits animaux","Saint-Vincent-et-les Grenadines","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","9240"
"Cultures et produits animaux","Samoa","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","77.6"
"Cultures et produits animaux","Samoa","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","147"
"Cultures et produits animaux","Samoa","Importations - Quantité","Poulets","2017","1000 têtes","47"
"Cultures et produits animaux","Samoa","Importations - Valeur","Poulets","2017","1000 US$","149"
"Cultures et produits animaux","Samoa","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","15053.22"
"Cultures et produits animaux","Samoa","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","17735"
"Cultures et produits animaux","Sao Tomé-et-Principe","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","0.22"
"Cultures et produits animaux","Sao Tomé-et-Principe","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","2"
"Cultures et produits animaux","Sao Tomé-et-Principe","Importations - Quantité","Poulets","2017","1000 têtes","62"
"Cultures et produits animaux","Sao Tomé-et-Principe","Importations - Valeur","Poulets","2017","1000 US$","68"
"Cultures et produits animaux","Sao Tomé-et-Principe","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","1860.1"
"Cultures et produits animaux","Sao Tomé-et-Principe","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","2379"
"Cultures et produits animaux","Sénégal","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","2463.19"
"Cultures et produits animaux","Sénégal","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","12019"
"Cultures et produits animaux","Sénégal","Importations - Quantité","Poulets","2017","1000 têtes","161"
"Cultures et produits animaux","Sénégal","Importations - Valeur","Poulets","2017","1000 US$","716"
"Cultures et produits animaux","Sénégal","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","8.98"
"Cultures et produits animaux","Sénégal","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","48"
"Cultures et produits animaux","Serbie","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","1262.71"
"Cultures et produits animaux","Serbie","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","3027"
"Cultures et produits animaux","Serbie","Importations - Quantité","Poulets","2017","1000 têtes","32337"
"Cultures et produits animaux","Serbie","Importations - Valeur","Poulets","2017","1000 US$","6815"
"Cultures et produits animaux","Serbie","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","7182.47"
"Cultures et produits animaux","Serbie","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","6503"
"Cultures et produits animaux","Seychelles","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","48.25"
"Cultures et produits animaux","Seychelles","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","377"
"Cultures et produits animaux","Seychelles","Importations - Quantité","Poulets","2017","1000 têtes","166"
"Cultures et produits animaux","Seychelles","Importations - Valeur","Poulets","2017","1000 US$","190"
"Cultures et produits animaux","Seychelles","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","3124.38"
"Cultures et produits animaux","Seychelles","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","4729"
"Cultures et produits animaux","Sierra Leone","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","4000"
"Cultures et produits animaux","Sierra Leone","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","4500"
"Cultures et produits animaux","Sierra Leone","Importations - Quantité","Poulets","2017","1000 têtes","256"
"Cultures et produits animaux","Sierra Leone","Importations - Valeur","Poulets","2017","1000 US$","220"
"Cultures et produits animaux","Sierra Leone","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","13069.56"
"Cultures et produits animaux","Sierra Leone","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","13125"
"Cultures et produits animaux","Singapour","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","96026.66"
"Cultures et produits animaux","Singapour","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","109326"
"Cultures et produits animaux","Singapour","Importations - Quantité","Poulets","2017","1000 têtes","46829"
"Cultures et produits animaux","Singapour","Importations - Valeur","Poulets","2017","1000 US$","138697"
"Cultures et produits animaux","Singapour","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","122429.63"
"Cultures et produits animaux","Singapour","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","226040"
"Cultures et produits animaux","Slovaquie","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","3840.93"
"Cultures et produits animaux","Slovaquie","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","7260"
"Cultures et produits animaux","Slovaquie","Importations - Quantité","Poulets","2017","1000 têtes","59997"
"Cultures et produits animaux","Slovaquie","Importations - Valeur","Poulets","2017","1000 US$","33057"
"Cultures et produits animaux","Slovaquie","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","48808.16"
"Cultures et produits animaux","Slovaquie","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","88275"
"Cultures et produits animaux","Slovénie","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","1047.6"
"Cultures et produits animaux","Slovénie","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","1710"
"Cultures et produits animaux","Slovénie","Importations - Quantité","Poulets","2017","1000 têtes","7450"
"Cultures et produits animaux","Slovénie","Importations - Valeur","Poulets","2017","1000 US$","5828"
"Cultures et produits animaux","Slovénie","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","11272.44"
"Cultures et produits animaux","Slovénie","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","26508"
"Cultures et produits animaux","Somalie","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","825.59"
"Cultures et produits animaux","Somalie","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","1126"
"Cultures et produits animaux","Somalie","Importations - Quantité","Poulets","2017","1000 têtes","14"
"Cultures et produits animaux","Somalie","Importations - Valeur","Poulets","2017","1000 US$","16"
"Cultures et produits animaux","Somalie","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","2085.4"
"Cultures et produits animaux","Somalie","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","2855"
"Cultures et produits animaux","Soudan","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","408.25"
"Cultures et produits animaux","Soudan","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","5774"
"Cultures et produits animaux","Soudan","Importations - Quantité","Poulets","2017","1000 têtes","1226"
"Cultures et produits animaux","Soudan","Importations - Valeur","Poulets","2017","1000 US$","3087"
"Cultures et produits animaux","Soudan","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","616.58"
"Cultures et produits animaux","Soudan","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","1142"
"Cultures et produits animaux","Soudan du Sud","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","10.26"
"Cultures et produits animaux","Soudan du Sud","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","6"
"Cultures et produits animaux","Soudan du Sud","Importations - Quantité","Poulets","2017","1000 têtes","5"
"Cultures et produits animaux","Soudan du Sud","Importations - Valeur","Poulets","2017","1000 US$","5"
"Cultures et produits animaux","Soudan du Sud","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","788.72"
"Cultures et produits animaux","Soudan du Sud","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","1331"
"Cultures et produits animaux","Sri Lanka","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","0.74"
"Cultures et produits animaux","Sri Lanka","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","0"
"Cultures et produits animaux","Sri Lanka","Importations - Quantité","Poulets","2017","1000 têtes","560"
"Cultures et produits animaux","Sri Lanka","Importations - Valeur","Poulets","2017","1000 US$","3628"
"Cultures et produits animaux","Sri Lanka","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","209.69"
"Cultures et produits animaux","Sri Lanka","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","631"
"Cultures et produits animaux","Suède","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","3066.95"
"Cultures et produits animaux","Suède","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","3733"
"Cultures et produits animaux","Suède","Importations - Quantité","Poulets","2017","1000 têtes","391"
"Cultures et produits animaux","Suède","Importations - Valeur","Poulets","2017","1000 US$","5366"
"Cultures et produits animaux","Suède","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","52918.15"
"Cultures et produits animaux","Suède","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","172875"
"Cultures et produits animaux","Suisse","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","28622.15"
"Cultures et produits animaux","Suisse","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","54876"
"Cultures et produits animaux","Suisse","Importations - Quantité","Poulets","2017","1000 têtes","531"
"Cultures et produits animaux","Suisse","Importations - Valeur","Poulets","2017","1000 US$","2515"
"Cultures et produits animaux","Suisse","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","33791.47"
"Cultures et produits animaux","Suisse","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","126957"
"Cultures et produits animaux","Suriname","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","283.3"
"Cultures et produits animaux","Suriname","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","1941"
"Cultures et produits animaux","Suriname","Importations - Quantité","Poulets","2017","1000 têtes","65"
"Cultures et produits animaux","Suriname","Importations - Valeur","Poulets","2017","1000 US$","328"
"Cultures et produits animaux","Suriname","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","17706.96"
"Cultures et produits animaux","Suriname","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","14952"
"Cultures et produits animaux","Tadjikistan","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","10959.46"
"Cultures et produits animaux","Tadjikistan","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","7777"
"Cultures et produits animaux","Tadjikistan","Importations - Quantité","Poulets","2017","1000 têtes","901"
"Cultures et produits animaux","Tadjikistan","Importations - Valeur","Poulets","2017","1000 US$","461"
"Cultures et produits animaux","Tadjikistan","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","2608.61"
"Cultures et produits animaux","Tadjikistan","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","2601"
"Cultures et produits animaux","Tchad","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","3.48"
"Cultures et produits animaux","Tchad","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","15"
"Cultures et produits animaux","Tchad","Importations - Quantité","Poulets","2017","1000 têtes","234"
"Cultures et produits animaux","Tchad","Importations - Valeur","Poulets","2017","1000 US$","292"
"Cultures et produits animaux","Tchad","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","600.9"
"Cultures et produits animaux","Tchad","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","1040"
"Cultures et produits animaux","Tchéquie","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","21182.35"
"Cultures et produits animaux","Tchéquie","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","37943"
"Cultures et produits animaux","Tchéquie","Importations - Quantité","Poulets","2017","1000 têtes","14401"
"Cultures et produits animaux","Tchéquie","Importations - Valeur","Poulets","2017","1000 US$","23398"
"Cultures et produits animaux","Tchéquie","Importations - Quantité","Viande, poulet, fraîche ou réfrigérée","2017","tonnes","81880.31"
"Cultures et produits animaux","Tchéquie","Importations - Valeur","Viande, poulet, fraîche ou réfrigérée","2017","1000 US$","176925"
"Cultures et produits animaux","Thaïlande","Importations - Quantité","Œufs de poule en coquille frais","2017","tonnes","357.7"
"Cultures et produits animaux","Thaïlande","Importations - Valeur","Œufs de poule en coquille frais","2017","1000 US$","5327"
